"","y","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"1",-110.3538,-0.4654,2.2342,0.985,1.9511,-0.1658,-0.8092,1.7976,0.0414,-0.5146,-0.1736,14.27,22.55,97.4639,655.7256,0.1038,0.1154,0.1463,0.0614,0.1926,0.0598,-0.4595,2.4092,0.556,0.1254,-0.162,-0.619,2.1953,0.0881,-0.9329,-0.1629
"2",-27.5923,-0.0919,0.7908,-1.0694,2.8166,-0.2146,-0.438,0.432,-2.0214,0.3094,-0.2231,14.64,15.24,85.0469,598.2026,0.1132,0.1339,0.0997,0.0706,0.2116,0.0635,0.1118,0.9681,-2.5703,2.1409,-0.3056,-0.0501,0.8011,-3.0428,1.0686,-0.3065
"3",-62.4796,1.7309,0.1126,1.4137,4.7982,0.2451,1.399,-0.2949,0.5099,2.5497,0.2423,12.96,18.29,82.5079,579.4802,0.0735,0.079,0.0406,0.0188,0.1874,0.059,2.8186,0.1481,1.5948,4.7171,0.5202,2.6686,-0.0413,1.15,3.7316,0.5199
"4",-28.9912,0.0404,-0.7302,1.0993,5.0327,0.7605,-0.3175,-1.1111,0.1256,2.3956,0.7551,15.12,16.68,103.5724,628.3163,0.0888,0.0959,0.0755,0.0408,0.1594,0.0599,-0.5274,-1.0156,1.3097,4.3397,1.529,-0.6936,-1.1933,0.8295,3.2264,1.5285
"5",-43.048,-0.5495,1.6712,1.0893,0.2626,-0.155,-0.8448,1.2862,0.2841,-1.5106,-0.1621,10.44,15.46,73.4141,248.8133,0.1053,0.0772,0.0066,0.0122,0.1788,0.0645,-0.5106,1.9536,0.8218,-1.0054,0.3357,-0.6396,1.7832,0.4258,-1.8217,0.3349
"6",2.7901,-0.9942,1.6568,1.5739,4.977,1.1914,-1.4528,1.297,0.2978,0.538,1.1822,25.73,17.46,173.6088,2031.1046,0.1149,0.2363,0.3368,0.1913,0.1956,0.0612,-1.639,2.1336,1.1715,2.5323,2.4888,-1.8692,1.9554,0.5508,0.9,2.4878
"7",-100.458,1.1217,-0.5221,0.8441,2.9699,-0.6678,0.789,-0.9465,-0.1085,0.473,-0.6731,14.25,22.15,100.5106,629.7424,0.1049,0.2008,0.2135,0.0865,0.1949,0.0729,2.1013,-0.393,0.7293,2.0859,-0.713,1.9436,-0.6033,0.2555,1.0173,-0.7136
"8",-42.2465,-1.5065,0.47,0.7106,4.0609,-1.2441,-1.9845,0.0559,-0.5956,-0.6401,-1.2531,27.22,21.87,181.5175,2337.5251,0.1094,0.1914,0.2871,0.1878,0.18,0.0577,-2.5632,0.7178,-0.0235,0.8152,-1.1167,-2.8023,0.5106,-0.6566,-0.8847,-1.1177
"9",-84.6157,-0.6817,-1.3864,-0.3209,2.4818,-0.1126,-1.0543,-1.8143,-1.3457,-0.4234,-0.1198,16.74,21.59,105.1967,1016.0105,0.0961,0.1336,0.1348,0.0602,0.1896,0.0566,-1.2029,-2.067,-1.0635,1.0973,-0.2198,-1.38,-2.2754,-1.5687,-0.1009,-0.2206
"10",-85.6135,-0.0293,-0.0603,-1.6859,3.3732,1.5978,-0.3382,-0.4989,-2.5254,1.4492,1.5899,11.22,19.86,58.9815,654.0887,0.1054,0.0678,0.005,0.0076,0.194,0.0603,0.1095,0.0215,-2.8929,2.8291,2.8175,-0.0265,-0.1787,-3.3046,1.9572,2.8166
"11",-72.8583,0.9386,-0.4623,1.6744,3.7561,-0.9319,0.5716,-0.8789,0.6696,0.9477,-0.941,16.27,20.71,108.4246,858.2415,0.1169,0.1319,0.1478,0.0849,0.1948,0.0628,0.4788,-1.1214,1.8991,2.5504,-0.898,0.305,-1.3241,1.4013,1.3822,-0.8991
"12",-119.3676,0.5404,1.5043,1.1489,2.1189,-1.2376,0.1841,1.0507,0.2024,-0.4189,-1.2438,14.6,23.29,101.2565,833.6243,0.0868,0.0664,0.0839,0.0527,0.1627,0.0542,0.4116,1.8765,0.516,0.8979,-1.2106,0.2487,1.6571,0.0474,-0.1835,-1.2112
"13",-60.4803,0.4454,1.3069,1.3109,1.854,1.9441,0.1113,0.8823,0.4229,-0.3161,1.9393,12.58,18.4,85.4874,350.8961,0.0839,0.0422,0.0019,0.0029,0.1697,0.0586,0.5512,2.2082,1.3783,0.9802,2.9418,0.4035,2.0174,0.9447,0.0219,2.9413
"14",-70.1469,-0.57,-2.2583,1.2454,1.8113,1.1906,-0.8382,-2.6686,0.502,0.3252,1.185,8.734,16.84,46.0211,11.5467,0.1039,0.0743,0,0,0.1985,0.071,-0.6741,-3.1921,1.6407,1.2927,2.4031,-0.7875,-3.3725,1.2809,0.5862,2.4025
"15",-47.9219,-0.411,0.4849,0.9979,2.3043,0.8137,-0.7226,0.1284,0.1177,0.1657,0.8055,12.45,15.7,53.2611,497.5967,0.1278,0.17,0.1578,0.0809,0.2087,0.0761,-0.4666,0.6106,0.7552,1.4035,1.3659,-0.6108,0.4414,0.3158,0.4552,1.3649
"16",-22.0262,0.3736,1.7061,2.0765,4.2445,0.7487,-0.0653,1.322,0.8322,0.0996,0.7369,24.25,20.2,186.5049,1611.2598,0.1447,0.2867,0.4268,0.2012,0.2655,0.0688,-0.0195,2.3858,2.1411,2.3606,1.2324,-0.2406,2.1914,1.5335,0.8056,1.231
"17",-10.9222,0.2752,0.7033,0.7485,1.8783,-1.9231,-0.0585,0.3585,-0.1716,-0.4466,-1.9305,13.56,13.9,89.1778,498.5439,0.1051,0.1192,0.0786,0.0445,0.1962,0.063,-0.2062,1.4668,1.0307,0.7218,-2.5848,-0.3602,1.3095,0.5752,-0.2899,-2.5856
"18",-36.5462,1.0273,0.0977,1.6617,0.7949,-1.5443,0.7155,-0.2759,0.8239,-1.1629,-1.5511,11.43,15.39,74.1611,380.1373,0.0964,0.0689,0.035,0.0288,0.1734,0.0586,1.4287,-0.0942,1.549,-0.8484,-2.1803,1.291,-0.2635,1.1344,-1.7321,-2.181
"19",-52.6451,1.3667,1.3768,0.8522,2.5579,0.6174,1.039,0.9723,-0.0447,0.3493,0.6104,12.86,18,97.0977,522.4691,0.0993,0.0955,0.0389,0.0232,0.1718,0.06,2.0179,2.111,0.7875,1.725,1.2448,1.8689,1.9236,0.3453,0.7534,1.2441
"20",-59.887,-1.1078,0.7384,1.6493,1.7745,-1.0626,-1.4283,0.3369,0.7953,-0.2624,-1.0676,11.85,17.46,67.3329,469.9742,0.0837,0.0564,0.0269,0.0228,0.1875,0.0572,-2.0005,1.0633,1.7093,1.276,-0.9491,-2.142,0.8793,1.2877,0.3638,-0.9496
"21",-71.8395,-0.3048,0.4286,0.5168,1.1338,0.9386,-0.7351,0.0048,-0.6376,-2.6704,0.929,21.56,22.39,148.367,1397.4485,0.111,0.1159,0.2439,0.1389,0.1726,0.0562,-0.4863,0.2641,-0.5264,-2.0003,1.4066,-0.6948,0.053,-1.0934,-3.4612,1.4056
"22",-94.5291,1.6446,0.2133,0.2024,3.6491,-2.0169,1.2436,-0.2262,-0.904,0.295,-2.0245,19.4,23.5,128.2673,1264.3217,0.1027,0.1558,0.2049,0.0889,0.1978,0.06,2.2465,-0.1558,-0.5501,2.0985,-2.6834,2.0521,-0.3741,-1.0937,0.7654,-2.6842
"23",-41.4565,-0.3906,2.0021,1.0745,0.5325,-1.2469,-0.708,1.607,0.2283,-1.4787,-1.2535,11.71,17.19,77.1358,487.4445,0.0977,0.0614,0.0381,0.0324,0.1516,0.061,-0.5464,2.6353,1.1791,-1.2062,-1.5608,-0.6866,2.4533,0.7601,-2.1084,-1.5616
"24",-160.9968,0.8406,0.4177,1.2244,3.6839,0.5325,0.4906,-0.0439,0.2421,1.0215,0.5252,15.3,25.27,86.5026,679.0091,0.1082,0.1697,0.1683,0.0875,0.1926,0.0654,0.9858,0.4133,0.9168,3.3097,1.1255,0.8197,0.1843,0.4292,2.1877,1.1247
"25",-32.1868,0.019,0.5138,0.5939,2.5243,0.2046,-0.3314,0.1329,-0.3365,0.0934,0.1998,14.04,15.98,85.329,890.4353,0.0846,0.059,0.0353,0.0294,0.1714,0.059,0.5366,0.8335,0.2435,1.0475,0.5823,0.3778,0.6599,-0.2153,0.0011,0.5818
"26",-131.1002,0.7975,0.7794,1.2914,3.3939,1.2001,0.4879,0.3261,0.4594,1.484,1.193,11.16,21.41,41.4391,445.3192,0.1018,0.0598,0.009,0.0108,0.1615,0.0614,1.2639,1.1496,1.2429,3.4873,1.5341,1.1283,0.9399,0.8341,2.6211,1.5333
"27",-4.0931,1.207,0.8787,1.156,1.7094,-0.5776,0.878,0.5332,0.2648,-0.4958,-0.5825,12.76,13.37,90.5976,539.9087,0.0879,0.0795,0.0405,0.0255,0.1601,0.0614,1.8089,1.3836,1.088,0.7439,-0.4767,1.6605,1.2296,0.6482,-0.2263,-0.4772
"29",-36.434,0.3378,-0.0529,0.6104,2.4038,-0.0701,0.0062,-0.4283,-0.283,0.1789,-0.0764,12.95,16.02,81.2652,430.8255,0.1005,0.0794,0.0616,0.0337,0.173,0.0647,0.4383,0.1706,0.1193,1.7873,0.1061,0.2884,-0.0028,-0.3225,0.8101,0.1055
"30",-79.1841,-1.1288,1.2919,0.8325,1.5305,0.1576,-1.45,0.8701,-0.0335,-0.5722,0.1512,12.23,19.56,85.4954,585.7073,0.0959,0.0809,0.0419,0.0411,0.1979,0.0601,-1.4572,1.574,0.3916,0.4236,0.4479,-1.6013,1.3765,-0.0378,-0.5119,0.4472
"31",-165.1462,0.6984,-0.839,-2.0518,2.2798,1.4993,0.4408,-1.3344,-2.744,0.9743,1.5006,7.76,24.54,45.3914,270.6917,0.0526,0.0436,0,0,0.1587,0.0588,1.5499,-1.6081,-3.1688,2.2406,2.7266,1.4456,-1.8362,-3.5025,1.6086,2.7267
"32",-55.7729,0.0705,1.4978,2.4963,4.9238,-1.6413,-0.3457,1.0821,1.3676,1.3661,-1.6483,20.47,20.67,137.9035,1329.7651,0.0916,0.1313,0.1523,0.1015,0.2166,0.0542,-0.3339,2.3046,2.1955,3.6915,-1.6521,-0.5355,2.1021,1.6414,2.2994,-1.6528
"33",-94.9295,0.7033,1.7883,1.0575,3.9555,-0.4366,0.2858,1.355,-0.0849,0.3093,-0.4441,20.94,23.56,139.3214,1279.2004,0.1007,0.1606,0.2712,0.131,0.2205,0.059,0.8173,2.2363,0.7341,1.8673,-0.3022,0.6134,2.0189,0.1726,0.45,-0.303
"34",-34.3418,0.0522,0.7525,2.965,2.9664,-0.5165,-0.302,0.3842,1.9973,0.3935,-0.5211,15,15.51,96.8291,756.2284,0.0837,0.1096,0.065,0.0378,0.1881,0.0591,0.0969,1.3239,3.6879,2.0737,-0.3479,-0.0682,1.1543,3.2107,0.9805,-0.3484
"35",-163.1272,-0.1567,-0.4921,1.3458,3.4169,0.0338,-0.4974,-0.978,0.4432,1.1379,0.0278,13.21,25.25,74.2642,416.9012,0.0879,0.052,0.0277,0.0207,0.1619,0.0558,0.0287,-0.3898,1.304,2.9503,0.1893,-0.1238,-0.6213,0.8594,1.9549,0.1887
"36",-81.4181,0.7685,0.5162,1.8438,5.4621,-1.1686,0.3683,0.0754,0.7406,2.116,-1.1743,19.18,22.49,132.8124,1359.3896,0.0852,0.1428,0.1114,0.0677,0.1767,0.0553,0.7515,0.7354,2.422,5.0561,-1.3552,0.5583,0.5212,1.8811,3.7257,-1.3558
"37",-10.6916,-0.2788,-0.3131,2.7587,2.1869,1.5278,-0.5897,-0.6676,1.938,0.3096,1.5244,10.9,12.96,91.4747,507.1045,0.0752,0.0372,0.0031,0.0066,0.1442,0.0574,-0.2268,-0.6,3.8185,1.4225,2.6832,-0.3605,-0.7515,3.4162,0.5687,2.6829
"38",-52.8454,0.6489,0.5288,2.3059,2.7375,0.3594,0.2555,0.128,1.2446,-0.4246,0.352,18.22,18.87,112.1076,846.9629,0.0975,0.1117,0.113,0.0795,0.1807,0.0566,1.0592,0.5896,2.6516,0.6125,1.1916,0.8717,0.3979,2.1286,-0.6637,1.1908
"39",-33.1388,-0.1814,0.1435,1.7293,2.2082,-1.1502,-0.5258,-0.225,0.8052,-0.1695,-1.1568,13.85,15.18,73.4091,555.0193,0.0952,0.0769,0.0448,0.0371,0.211,0.0585,-0.7304,0.374,2.2568,0.6563,-1.4755,-0.8874,0.2064,1.8001,-0.3732,-1.4762
"40",-74.8826,0.5305,-0.0711,0.0991,4.4808,2.1605,0.1846,-0.4851,-0.8487,1.9894,2.1546,14.42,19.77,93.939,630.4435,0.0975,0.1141,0.0939,0.0584,0.1879,0.0639,0.6916,-0.0526,-0.5087,4.2085,3.0777,0.5309,-0.2505,-0.9784,3.1417,3.0771
"41",-63.4842,0.8281,-0.3699,1.1158,3.7804,0.0897,0.4991,-0.7876,0.2243,1.5939,0.0835,12.76,18.84,92.4292,418.7367,0.0968,0.0795,0.0269,0.0178,0.1759,0.0618,0.9434,-0.8152,1.1179,4.0806,0.0383,0.795,-1.0084,0.6791,3.1165,0.0376
"42",-30.9906,1.2565,0.4424,1.1718,2.1801,-0.9844,0.9112,0.0553,0.2417,-0.203,-0.9899,13.78,15.79,83.9677,617.4695,0.0882,0.0672,0.0106,0.0099,0.1405,0.0585,2.0316,0.392,0.7093,1.2573,-0.9443,1.875,0.2193,0.2536,0.2275,-0.9448
"43",-141.1465,0.1626,1.468,0.0393,4.0084,-0.5208,-0.2424,1.0172,-1.0687,0.6028,-0.5279,19.79,25.12,131.6258,1407.4063,0.1015,0.1589,0.2545,0.1149,0.2202,0.0611,-6e-04,1.6929,-0.595,2.4388,-0.2386,-0.1974,1.4664,-1.1406,1.0905,-0.2394
"44",-32.113,0.9011,-0.3353,1.5646,1.1602,-0.6834,0.5904,-0.7039,0.7346,-0.7454,-0.6863,11.06,14.83,59.6385,271.772,0.0774,0.0477,0.0271,0.0072,0.1535,0.0621,0.9646,-0.2307,1.7998,0.1481,-1.0292,0.8297,-0.3961,1.3928,-0.7162,-1.0295
"45",-65.3767,-0.3956,0.4249,-0.3891,1.8117,-0.7452,-0.7837,0.005,-1.4447,-1.2928,-0.7528,17.99,20.66,129.5764,1031.645,0.1036,0.1304,0.1201,0.0882,0.1992,0.0607,-0.892,0.4929,-1.4217,-0.314,-0.7392,-1.0777,0.2899,-1.9427,-1.5731,-0.74
"46",-58.4466,1.3254,0.8242,1.0302,2.3899,-0.0761,1.0202,0.4267,0.1702,0.3388,-0.0815,11.84,18.7,91.8861,325.0544,0.1109,0.1516,0.1218,0.0518,0.2301,0.078,2.5515,1.1213,1.5176,1.8487,0.3917,2.4119,0.9308,1.09,0.9307,0.3911
"47",-40.9226,-0.9001,-0.3858,1.1159,2.0063,1.051,-1.2405,-0.7797,0.2047,-0.2713,1.0461,13.2,15.82,72.9978,533.6268,0.0851,0.0525,0.0015,0.0033,0.1632,0.0589,-1.3752,-0.1143,0.7998,0.7122,1.8957,-1.5276,-0.2874,0.355,-0.2827,1.8952
"48",-48.7227,0.2204,0.1829,1.5617,3.9883,0.567,-0.1413,-0.2187,0.6193,1.512,0.5649,14.29,16.82,77.0908,643.1314,0.0643,0.0268,0.0072,0.0062,0.1508,0.0538,0.243,0.0055,1.5357,3.5815,0.979,0.0817,-0.1745,1.0752,2.5206,0.9788
"49",10.5218,-0.7363,0.5407,1.4187,4.8708,-0.6627,-1.1597,0.1961,0.2654,1.1923,-0.6695,21.37,15.1,139.1908,1437.4585,0.1001,0.1515,0.1932,0.1255,0.1973,0.0618,-2.0647,0.0873,0.9952,3.1249,-0.1997,-2.2714,-0.0769,0.4292,1.6988,-0.2005
"50",-73.2763,0.5448,1.1695,0.6515,2.7765,-0.004,0.1786,0.7634,-0.3642,-0.0671,-0.0102,16.46,20.11,99.0043,889.3083,0.0983,0.1556,0.1793,0.0887,0.1794,0.0632,0.8851,1.6228,-0.1546,1.3852,0.0305,0.7104,1.4243,-0.6575,0.2062,0.0298
"51",-14.6136,0.2913,0.9916,0.0072,4.7971,0.9832,-0.1453,0.6104,-1.1507,0.9066,0.975,21.71,17.25,143.9079,1552.514,0.0938,0.0856,0.1168,0.0846,0.1717,0.0505,0.111,1.3246,-0.351,3.0657,1.3298,-0.099,1.1437,-0.917,1.5809,1.329
"52",-7.4663,0.576,2.1837,-0.8287,2.0268,0.2684,0.1908,1.8272,-1.8729,-1.0219,0.2618,17.57,15.05,128.5808,1160.5967,0.0985,0.1157,0.0988,0.0795,0.1739,0.0615,0.6062,3.4025,-1.7534,-0.2777,0.5086,0.4231,3.2368,-2.2687,-1.5196,0.5078
"53",-34.0611,-2.083,-1.6652,1.6849,1.5856,-0.5999,-2.4091,-2.0292,0.7813,-0.6507,-0.6065,13.34,15.86,95.591,609.8157,0.1078,0.1535,0.1169,0.0699,0.1942,0.069,-3.5055,-2.2634,2.2965,-0.1159,0.0013,-3.6571,-2.4345,1.8467,-1.0974,5e-04
"54",-119.5767,0.5343,2.2038,0.1468,3.9579,-0.6828,0.0552,1.7516,-1.1792,-0.9977,-0.692,27.42,26.27,186.6473,2566.1076,0.1084,0.1988,0.3635,0.1689,0.2061,0.0562,-0.0999,2.888,-0.9482,0.5616,-0.6319,-0.3399,2.6573,-1.589,-1.2031,-0.6329
"55",-76.5278,-0.5533,-1.1608,0.0498,0.3882,-0.4004,-0.8935,-1.5701,-0.8794,-2.0194,-0.4073,13.98,19.62,101.2649,780.8765,0.106,0.1133,0.1126,0.0646,0.1669,0.0654,-1.5265,-2.3068,-0.4629,-1.7367,0.2719,-1.6838,-2.5034,-0.9243,-2.7754,0.2711
"56",-110.094,0.712,-1.1228,0.3994,0.3394,2.0138,0.4322,-1.5664,-0.3637,-1.2605,2.0078,9.465,21.01,44.79,325.7159,0.1044,0.0777,0.0217,0.015,0.1717,0.069,0.9216,-1.7318,-0.1706,-0.323,3.2335,0.8014,-1.9388,-0.5462,-1.0734,3.2329
"57",-39.7503,-1.6606,0.9263,0.9368,2.5192,-1.0648,-1.9671,0.5527,0.0893,0.5423,-1.0726,11.61,16.02,84.9611,347.6287,0.1088,0.1168,0.071,0.045,0.1886,0.0632,-2.486,0.9725,1.032,1.7094,-1.561,-2.6243,0.7993,0.6111,0.8185,-1.5619
"58",-14.2399,-2.0525,0.34,0.4291,0.2932,0.2075,-2.3813,-0.0179,-0.4734,-1.9339,0.2036,12.99,14.23,78.6665,672.9223,0.0946,0.0996,0.0374,0.021,0.1652,0.0724,-3.0067,0.0436,-0.1357,-1.4015,0.034,-3.1565,-0.1171,-0.5802,-2.3793,0.0336
"59",-59.0003,-0.0239,-0.9614,1.7674,3.7205,0.841,-0.4081,-1.3687,0.7219,0.6745,0.8345,17.54,19.32,123.2175,882.0923,0.0897,0.1198,0.1036,0.0749,0.1506,0.0549,-0.3417,-1.1465,2.118,2.5408,1.7373,-0.5245,-1.3414,1.6024,1.3002,1.7366
"60",-65.7113,0.3406,2.3732,2.3993,4.1672,-0.3824,-0.0177,1.9701,1.4193,1.4746,-0.3914,15.46,19.48,96.9726,834.3741,0.1092,0.1223,0.1466,0.0809,0.1931,0.058,0.3166,3.4543,2.8252,3.3425,0.0491,0.1485,3.2593,2.339,2.2107,0.0481
"61",-36.3063,1.475,-0.0417,-0.6033,3.155,1.7393,1.1467,-0.4186,-1.5008,0.9339,1.7348,12.9,15.92,81.1859,453.2971,0.0868,0.0951,0.0489,0.0309,0.1778,0.0624,1.8534,-0.3071,-1.6739,3.0278,2.2626,1.7042,-0.48,-2.1174,2.0518,2.2621
"62",-26.4955,0.512,-0.1462,-1.1766,0.7052,0.7964,0.203,-0.5097,-2.0431,-1.3305,0.7905,11.9,14.65,69.9728,335.7353,0.1152,0.1296,0.0371,0.03,0.1995,0.0784,0.2814,-0.2502,-2.3501,-0.9869,1.4286,0.141,-0.414,-2.7786,-1.8989,1.4279
"63",-109.7912,1.1696,-0.396,1.3789,1.6952,2.1521,0.8727,-0.8524,0.5912,-0.0174,2.149,10.03,21.28,64.0244,368.9361,0.0812,0.0391,0.0025,0.0052,0.163,0.0644,1.8007,-0.9857,1.4382,0.3194,3.7393,1.6746,-1.1948,1.0526,-0.4738,3.739
"64",-73.1075,0.4455,1.139,-0.0923,3.811,-0.8064,0.1039,0.7258,-0.9841,1.5606,-0.8122,13.03,18.42,68.8236,555.461,0.0898,0.0377,0.0256,0.0292,0.1467,0.0586,0.3582,1.6074,-0.3793,3.6882,-0.9601,0.2069,1.4169,-0.8199,2.7029,-0.9607
"65",-61.3725,0.9602,0.1945,0.9888,1.6335,0.2273,0.6438,-0.2157,0.1426,-0.3591,0.2223,11.6,18.36,80.2518,431.6364,0.0851,0.0586,0.0337,0.0178,0.1516,0.0586,1.1705,-0.1775,0.8247,0.4317,0.7757,1.0311,-0.3674,0.4077,-0.4638,0.7752
"66",-47.6326,1.3223,1.8225,2.5544,1.7479,-0.5542,1.02,1.4561,1.6929,-0.2789,-0.56,11.8,16.58,91.6593,568.7327,0.1091,0.17,0.1659,0.0741,0.2678,0.0737,2.2342,1.9056,3.1458,0.3944,-0.088,2.0953,1.7302,2.7158,-0.5157,-0.0887
"67",-104.2046,0.7008,0.1226,1.398,3.4147,-0.2946,0.3613,-0.3235,0.4903,1.1204,-0.3,13.3,21.57,77.2958,435.822,0.0858,0.0637,0.0334,0.0242,0.1815,0.057,1.1662,-0.3917,0.9649,3.1173,-0.287,1.0132,-0.602,0.5175,2.1163,-0.2876
"68",-11.3459,-0.0277,1.4987,1.0343,3.6544,-1.8881,-0.3105,1.1631,0.2719,2.042,-1.8938,9.504,12.44,65.4684,286.376,0.1024,0.0649,0.0296,0.0208,0.1815,0.069,0.5022,2.129,0.4657,4.0124,-2.3785,0.3814,1.9822,0.0894,3.257,-2.3791
"69",-101.258,0.8935,1.8578,0.453,2.656,-1.0331,0.5638,1.432,-0.4723,0.2989,-1.0403,13.71,20.83,81.3869,735.6908,0.1189,0.1645,0.0937,0.0598,0.2196,0.0745,0.8361,2.2503,-0.1102,1.6394,-1.0613,0.6818,2.0458,-0.5695,0.6166,-1.0621
"70",-57.5525,0.2228,0.429,0.185,5.0717,2.0643,-0.187,0.0165,-0.9267,1.6299,2.057,19.89,20.26,130.9303,1122.9672,0.1037,0.131,0.1411,0.0943,0.1802,0.0619,0.3722,0.4528,-0.1198,4.0137,3.7329,0.1743,0.2527,-0.6661,2.6554,3.7321
"71",-44.6307,1.1956,0.5681,0.9513,2.1219,2.7472,0.8367,0.1748,-0.0059,-0.434,2.7412,14.86,16.94,75.7878,732.5421,0.0892,0.0707,0.0335,0.0288,0.1573,0.057,1.6025,0.5348,0.4508,0.9711,4.2601,1.4378,0.3544,-0.0205,-0.116,4.2595
"72",-30.016,-0.0326,2.0961,-0.2252,2.8497,0.6423,-0.3914,1.7006,-1.1867,0.273,0.6346,14.97,16.95,111.5598,630.5019,0.0986,0.0788,0.026,0.0378,0.178,0.0565,0.0188,3.3973,-0.6975,1.7482,0.964,-0.1466,3.2168,-1.1717,0.6539,0.9632
"73",-68.1415,1.6872,-1.191,1.085,2.0844,1.0617,1.339,-1.5755,0.0854,-0.6211,1.054,15.75,19.22,104.7375,679.3213,0.1243,0.2364,0.2914,0.1242,0.2375,0.076,2.4257,-1.6564,0.8067,0.5365,1.373,2.2576,-1.847,0.3093,-0.6,1.3721
"74",-72.1788,1.6948,0.1432,2.0364,2.8091,-1.0227,1.3611,-0.2621,1.1209,0.4892,-1.0306,13.51,18.89,73.9976,556.4344,0.1059,0.1147,0.0858,0.0538,0.1806,0.0608,1.8853,-0.3985,2.314,1.7752,-1.0891,1.7316,-0.5909,1.8598,0.7656,-1.09
